sku_id,category,subcategory,launch_date,unit_cost,list_price
SKU04062,Electronics & Accessories,Mobile Accessories,2024-03-31,2728.94,3430.14
SKU04063,Personal Care,Men's Grooming,2022-01-14,269.42,471.49
SKU04064,Electronics & Accessories,Small Appliances,2022-11-15,2536.63,3845.32
SKU04065,Electronics & Accessories,Small Appliances,2023-05-15,2335.8,3743.61
SKU04066,Stationery & Office,Notebooks,2024-04-14,152.04,275.52
SKU04067,Home Care,Air Fresheners,2022-02-03,102.14,148.44
SKU04068,Personal Care,Skin Care,2022-07-28,401.71,584.31
SKU04069,Frozen Foods,Frozen Vegetables,2022-08-14,305.93,485.51
SKU04070,Beverages,Energy Drinks,2024-10-31,27.5,41.17
SKU04071,Beverages,Soft Drinks,2025-02-13,113.07,174.5
SKU04072,Frozen Foods,Ready Meals,2022-02-04,115.91,174.03
SKU04073,Apparel & Footwear,Women's Wear,2023-07-12,392.24,514.74
SKU04074,Frozen Foods,Frozen Meat,2023-12-13,247.99,340.42
SKU04075,Apparel & Footwear,Men's Wear,2022-05-10,542.98,875.69
SKU04076,Snacks & Confectionery,Namkeen,2023-02-01,100.96,165.54
SKU04077,Home Care,Air Fresheners,2024-05-15,80.95,110.69
SKU04078,Health & Wellness,First Aid,2022-04-23,216.72,357.55
SKU04079,Personal Care,Men's Grooming,2023-04-19,175.77,226.24
SKU04080,Grocery,Pulses & Lentils,2022-06-15,192.38,253.73
SKU04081,Grocery,Flour & Atta,2023-04-01,70.98,115.77
SKU04082,Stationery & Office,Notebooks,2022-02-19,39.75,52.98
SKU04083,Health & Wellness,First Aid,2022-06-21,433.01,724.3
SKU04084,Dairy & Bakery,Milk,2022-11-04,49.83,89.59
SKU04085,Dairy & Bakery,Butter & Ghee,2023-04-12,146.32,185.15
SKU04086,Grocery,Flour & Atta,2024-02-02,103.78,140.18
SKU04087,Stationery & Office,Writing Instruments,2023-09-04,53.24,79.2
SKU04088,Beverages,Bottled Water,2022-03-31,111.58,146.66
SKU04089,Apparel & Footwear,Kids Wear,2022-11-26,908.91,1597.51
SKU04090,Snacks & Confectionery,Chocolates,2024-06-17,132.83,180.74
SKU04091,Personal Care,Hair Care,2023-12-23,465.98,590.54
SKU04092,Dairy & Bakery,Cheese,2023-09-19,156.64,207.57
SKU04093,Apparel & Footwear,Kids Wear,2022-12-04,1791.42,2722.86
SKU04094,Grocery,Sugar & Salt,2023-06-19,129.64,203.65
SKU04095,Personal Care,Bath & Body,2022-07-16,335.1,433.45
SKU04096,Dairy & Bakery,Bread,2022-01-30,96.95,155.65
SKU04097,Dairy & Bakery,Yogurt,2023-10-31,318.04,405.48
SKU04098,Snacks & Confectionery,Candy,2025-10-08,50.7,80.48
SKU04099,Home & Kitchen,Storage & Containers,2022-09-07,1309.53,2252.94
SKU04100,Personal Care,Skin Care,2022-12-24,92.79,152.37
SKU04101,Home Care,Air Fresheners,2022-03-17,250.61,368.62
SKU04102,Personal Care,Bath & Body,2022-05-22,208.7,358.12
SKU04103,Stationery & Office,Notebooks,2022-11-08,67.54,104.71
SKU04104,Personal Care,Men's Grooming,2023-03-12,444.36,572.29
SKU04105,Personal Care,Men's Grooming,2022-01-06,266.54,464.78
SKU04106,Dairy & Bakery,Cheese,2022-08-11,64.75,92.02
SKU04107,Dairy & Bakery,Butter & Ghee,2022-04-28,126.03,193.61
SKU04108,Beverages,Juices,2023-12-04,187.63,263.58
SKU04109,Health & Wellness,Vitamins & Supplements,2022-04-13,232.38,345.6
SKU04110,Grocery,Pulses & Lentils,2022-03-14,345.72,449.47
SKU04111,Snacks & Confectionery,Biscuits & Cookies,2024-12-01,56.87,87.41
SKU04112,Snacks & Confectionery,Biscuits & Cookies,2024-08-19,73.62,108.72
SKU04113,Dairy & Bakery,Milk,2023-11-21,136.2,233.8
SKU04114,Apparel & Footwear,Women's Wear,2022-06-02,1011.06,1503.26
SKU04115,Health & Wellness,First Aid,2022-05-14,777.88,1344.22
SKU04116,Stationery & Office,Notebooks,2022-12-15,89.71,128.93
SKU04117,Personal Care,Oral Care,2025-03-07,376.09,572.57
SKU04118,Stationery & Office,Notebooks,2022-09-14,150.01,201.13
SKU04119,Grocery,Spices & Seasoning,2023-02-22,311.34,475.6
SKU04120,Frozen Foods,Ice Cream,2024-08-29,131.54,185.88
SKU04121,Apparel & Footwear,Footwear,2022-08-06,1418.29,2511.37
SKU04122,Frozen Foods,Frozen Vegetables,2022-11-04,363.26,499.33
SKU04123,Stationery & Office,Office Supplies,2025-12-26,95.89,121.48
SKU04124,Dairy & Bakery,Butter & Ghee,2022-07-15,61.75,93.29
SKU04125,Grocery,Rice & Grains,2022-05-19,121.44,219.82
SKU04126,Apparel & Footwear,Kids Wear,2022-06-07,1154.37,1646.95
SKU04127,Grocery,Pulses & Lentils,2022-04-07,57.04,97.29
SKU04128,Apparel & Footwear,Men's Wear,2023-11-24,1140.85,1710.44
SKU04129,Electronics & Accessories,Small Appliances,2023-10-26,459.73,823.72
SKU04130,Home & Kitchen,Cookware,2025-03-21,469.26,710.24
SKU04131,Home Care,Surface Cleaners,2022-03-02,451.19,587.01
SKU04132,Home & Kitchen,Cookware,2022-04-08,1316.72,2255.25
SKU04133,Snacks & Confectionery,Chips & Crisps,2022-06-28,122.27,181.25
SKU04134,Home Care,Laundry,2024-04-07,242.16,394.74
SKU04135,Beverages,Soft Drinks,2022-01-20,78.83,128.12
SKU04136,Apparel & Footwear,Women's Wear,2022-03-13,958.85,1348.93
SKU04137,Electronics & Accessories,Batteries,2024-10-26,1762.16,2390.77
SKU04138,Apparel & Footwear,Men's Wear,2022-10-07,1594.39,2075.16
SKU04139,Apparel & Footwear,Women's Wear,2022-03-18,1035.32,1671.05
SKU04140,Dairy & Bakery,Cheese,2022-01-11,188.13,331.4
SKU04141,Grocery,Flour & Atta,2022-04-17,178.88,270.8
SKU04142,Stationery & Office,Office Supplies,,100.08,143.76
SKU04143,Home Care,Air Fresheners,2024-04-03,303.85,413.46
SKU04144,Beverages,Energy Drinks,,49.29,66.69
SKU04145,Stationery & Office,Notebooks,2022-11-16,224.88,293.61
SKU04146,Stationery & Office,Notebooks,2025-10-01,126.79,227.31
SKU04147,Home Care,Air Fresheners,2023-12-16,137.71,173.16
SKU04148,Apparel & Footwear,Women's Wear,2024-05-21,664.07,838.78
SKU04149,Grocery,Sugar & Salt,2024-01-03,128.34,229.63
SKU04150,Beverages,Bottled Water,,89.94,143.14
SKU04151,Dairy & Bakery,Cheese,2025-10-12,316.37,426.73
SKU04152,Health & Wellness,OTC Medicine,2024-10-21,769.38,1148.97
SKU04153,Beverages,Tea,2023-11-18,75.38,136.77
SKU04154,Grocery,Spices & Seasoning,2022-02-24,224.67,351.77
SKU04155,Electronics & Accessories,Batteries,2022-04-10,1814.8,2612.22
SKU04156,Apparel & Footwear,Men's Wear,2023-01-31,2779.35,3610.04
SKU04157,Electronics & Accessories,Small Appliances,2022-05-11,2028.35,2678.35
SKU04158,Apparel & Footwear,Men's Wear,2022-11-03,2040.86,2594.6
SKU04159,Apparel & Footwear,Kids Wear,2022-01-01,1459.6,2188.36
SKU04160,Health & Wellness,First Aid,2023-11-26,274.96,366.83
SKU04161,Frozen Foods,Ready Meals,2022-05-18,109.08,189.64
SKU04162,Home & Kitchen,Home Decor,2022-02-07,247.98,364.89
SKU04163,Personal Care,Oral Care,,322.2,413.53
SKU04164,Beverages,Energy Drinks,2022-03-27,121.31,159.68
SKU04165,Apparel & Footwear,Men's Wear,2022-07-07,1639.02,2295.86
SKU04166,Dairy & Bakery,Milk,2022-01-03,154.85,263.67
SKU04167,Stationery & Office,Office Supplies,2025-11-21,119.18,200.13
SKU04168,Personal Care,Oral Care,2023-01-08,504.7,701.3
SKU04169,Home & Kitchen,Storage & Containers,2022-06-22,1256.13,1989.46
SKU04170,Grocery,Rice & Grains,2022-06-06,248.73,393.34
SKU04171,Health & Wellness,Vitamins & Supplements,2022-03-05,496.82,652.08
SKU04172,Home Care,Air Fresheners,2022-08-07,192.13,346.11
SKU04173,Home Care,Pest Control,2022-04-05,152.49,235.28
SKU04174,Dairy & Bakery,Yogurt,2024-04-03,47.53,77.98
SKU04175,Stationery & Office,Writing Instruments,2022-02-14,112.72,202.45
SKU04176,Personal Care,Oral Care,2024-12-19,166.41,275.44
SKU04177,Home & Kitchen,Cookware,2022-08-31,1574.45,2641.42
SKU04178,Home Care,Laundry,2022-07-19,199.69,295.35
SKU04179,Grocery,Cooking Oil,2025-10-02,97.38,147.82
SKU04180,Home & Kitchen,Storage & Containers,2024-07-06,835.43,1250.78
SKU04181,Snacks & Confectionery,Chips & Crisps,2022-04-24,48.58,63.14
SKU04182,Dairy & Bakery,Butter & Ghee,,164.99,244.93
SKU04183,Home & Kitchen,Storage & Containers,2022-07-04,542.92,764.94
SKU04184,Home & Kitchen,Home Decor,2024-08-29,607.35,853.17
SKU04185,Stationery & Office,Office Supplies,2022-10-25,54.22,79.83
SKU04186,Home Care,Dishwashing,2022-12-13,110.52,176.5
SKU04187,Apparel & Footwear,Women's Wear,2024-09-25,940.89,1212.81
SKU04188,Dairy & Bakery,Yogurt,2022-04-16,119.31,180.9
SKU04189,Electronics & Accessories,Small Appliances,,901.63,1301.46
SKU04190,Frozen Foods,Frozen Meat,2023-04-15,187.74,272.17
SKU04191,Grocery,Spices & Seasoning,2022-01-10,80.76,106.7
SKU04192,Home Care,Laundry,2024-12-17,106.23,155.38
SKU04193,Home Care,Surface Cleaners,2025-03-29,143.12,215.47
SKU04194,Dairy & Bakery,Cheese,2024-06-19,133.83,201.25
SKU04195,Personal Care,Men's Grooming,2023-12-02,324.07,435.0
SKU04196,Frozen Foods,Frozen Vegetables,2024-01-02,286.01,452.19
SKU04197,Grocery,Sugar & Salt,2022-01-03,281.31,358.95
SKU04198,Beverages,Juices,2022-07-30,93.56,122.84
SKU04199,Apparel & Footwear,Men's Wear,,1011.19,1729.75
SKU04200,Personal Care,Bath & Body,2023-02-22,327.77,520.84
SKU04201,Health & Wellness,OTC Medicine,2023-06-05,547.31,704.93
SKU04202,Frozen Foods,Frozen Vegetables,2022-03-04,653.5,1054.73
SKU04203,Frozen Foods,Frozen Vegetables,2023-12-07,446.72,709.74
SKU04204,Personal Care,Skin Care,2022-05-17,431.73,714.36
SKU04205,Home Care,Surface Cleaners,2022-04-07,179.43,318.36
SKU04206,Apparel & Footwear,Men's Wear,2022-01-05,446.75,667.18
SKU04207,Stationery & Office,Office Supplies,2023-07-14,122.55,165.9
SKU04208,Dairy & Bakery,Milk,2024-02-19,312.04,436.42
SKU04209,Electronics & Accessories,Small Appliances,2022-07-12,1070.63,1922.46
SKU04210,Stationery & Office,Office Supplies,2023-04-10,28.52,41.89
SKU04211,Grocery,Spices & Seasoning,2022-12-10,196.96,311.36
SKU04212,Apparel & Footwear,Footwear,2024-03-13,1094.51,1540.6
SKU04213,Home Care,Pest Control,2023-05-16,352.98,541.97
SKU04214,Stationery & Office,Notebooks,2024-09-21,27.11,34.09
SKU04215,Frozen Foods,Frozen Meat,2022-05-06,384.81,508.26
SKU04216,Home & Kitchen,Home Decor,2022-11-22,1031.66,1422.8
SKU04217,Beverages,Bottled Water,,127.07,187.16
SKU04218,Beverages,Coffee,2022-04-07,67.24,96.37
SKU04219,Stationery & Office,Office Supplies,2022-11-13,130.81,198.03
SKU04220,Frozen Foods,Ready Meals,2025-12-18,516.35,689.69
SKU04221,Frozen Foods,Frozen Meat,2022-10-31,344.34,443.13
SKU04222,Snacks & Confectionery,Biscuits & Cookies,2024-08-07,94.61,118.3
SKU04223,Snacks & Confectionery,Chips & Crisps,2024-07-04,30.73,43.92
SKU04224,Apparel & Footwear,Women's Wear,2022-08-09,1700.75,2360.61
SKU04225,Dairy & Bakery,Cheese,2022-11-08,108.24,166.53
SKU04226,Health & Wellness,First Aid,2023-03-05,205.53,372.26
SKU04227,Dairy & Bakery,Butter & Ghee,2022-05-11,205.61,283.28
SKU04228,Dairy & Bakery,Yogurt,2022-01-29,62.1,79.26
SKU04229,Beverages,Coffee,2023-03-09,109.92,143.71
SKU04230,Stationery & Office,Office Supplies,2023-01-20,126.4,164.23
SKU04231,Stationery & Office,Notebooks,2023-06-03,16.75,25.75
SKU04232,Beverages,Bottled Water,2022-02-23,71.79,98.56
SKU04233,Personal Care,Bath & Body,2022-04-01,192.76,271.64
SKU04234,Frozen Foods,Frozen Vegetables,2022-10-24,564.04,823.14
SKU04235,Personal Care,Oral Care,2022-01-28,120.77,205.43
SKU04236,Electronics & Accessories,Small Appliances,2025-11-05,1215.6,1751.93
SKU04237,Dairy & Bakery,Eggs,2023-08-07,155.22,248.5
SKU04238,Grocery,Sugar & Salt,2022-08-29,196.46,270.65
SKU04239,Personal Care,Oral Care,,362.4,460.95
SKU04240,Health & Wellness,First Aid,2022-05-15,513.08,701.01
SKU04241,Snacks & Confectionery,Biscuits & Cookies,2023-05-08,23.94,38.94
SKU04242,Apparel & Footwear,Kids Wear,2022-01-07,728.07,1092.68
SKU04243,Grocery,Cooking Oil,2022-11-28,60.0,86.81
SKU04244,Grocery,Cooking Oil,,141.66,193.64
SKU04245,Frozen Foods,Frozen Vegetables,2022-04-15,127.83,217.78
SKU04246,Frozen Foods,Frozen Meat,2024-10-13,395.29,580.11
SKU04247,Dairy & Bakery,Cheese,2023-03-12,57.1,74.64
SKU04248,Dairy & Bakery,Bread,2022-12-21,88.0,158.02
SKU04249,Grocery,Sugar & Salt,2023-04-05,111.12,151.82
SKU04250,Health & Wellness,OTC Medicine,2023-12-07,1040.59,1351.22
SKU04251,Personal Care,Oral Care,,138.24,184.58
SKU04252,Beverages,Energy Drinks,2023-02-17,90.85,116.03
SKU04253,Personal Care,Men's Grooming,2022-01-14,97.09,130.21
SKU04254,Stationery & Office,Writing Instruments,2022-06-18,71.91,105.82
SKU04255,Dairy & Bakery,Eggs,2023-01-03,190.81,285.12
SKU04256,Home & Kitchen,Storage & Containers,2022-01-01,1065.44,1909.53
SKU04257,Dairy & Bakery,Yogurt,2022-04-08,158.13,285.09
SKU04258,Snacks & Confectionery,Biscuits & Cookies,2023-09-07,33.47,47.15
SKU04259,Dairy & Bakery,Cheese,2022-06-17,78.66,127.11
SKU04260,Dairy & Bakery,Milk,2022-08-12,129.55,206.7
SKU04261,Beverages,Energy Drinks,2023-04-23,75.48,100.41
SKU04262,Health & Wellness,Vitamins & Supplements,2024-06-13,419.63,726.24
SKU04263,Personal Care,Men's Grooming,2024-06-24,176.54,284.31
SKU04264,Electronics & Accessories,Mobile Accessories,2022-01-11,1852.52,2568.45
SKU04265,Home Care,Surface Cleaners,2025-04-06,46.39,83.19
SKU04266,Home Care,Surface Cleaners,2022-08-16,128.35,188.77
SKU04267,Home Care,Surface Cleaners,2024-09-06,279.63,489.41
SKU04268,Beverages,Juices,2025-03-04,104.14,140.65
SKU04269,Electronics & Accessories,Mobile Accessories,2025-04-18,1942.21,2740.73
SKU04270,Beverages,Bottled Water,2022-10-20,106.68,151.93
SKU04271,Electronics & Accessories,Batteries,2022-01-09,719.3,1188.3
SKU04272,Stationery & Office,Office Supplies,2022-04-27,174.22,238.28
SKU04273,Apparel & Footwear,Women's Wear,2022-04-24,1117.09,1786.15
SKU04274,Home Care,Dishwashing,2022-12-09,106.41,153.61
SKU04275,Dairy & Bakery,Cheese,2022-02-01,137.54,240.04
SKU04276,Home & Kitchen,Storage & Containers,2022-09-11,695.99,1212.48
SKU04277,Dairy & Bakery,Butter & Ghee,2023-08-02,172.8,288.73
SKU04278,Home Care,Pest Control,2023-02-21,265.92,440.26
SKU04279,Apparel & Footwear,Women's Wear,2024-01-09,271.33,466.51
SKU04280,Stationery & Office,Writing Instruments,2022-01-05,184.83,318.92
SKU04281,Stationery & Office,Notebooks,2022-03-03,180.87,234.97
SKU04282,Beverages,Juices,,110.2,160.02
SKU04283,Home & Kitchen,Home Decor,2023-06-26,1318.43,1868.67
SKU04284,Beverages,Bottled Water,2022-02-18,55.76,89.66
SKU04285,Health & Wellness,First Aid,2022-10-16,613.63,1088.25
SKU04286,Stationery & Office,Writing Instruments,2022-03-05,176.02,222.23
SKU04287,Health & Wellness,Vitamins & Supplements,,483.15,857.39
SKU04288,Stationery & Office,Writing Instruments,2023-08-05,130.31,172.44
SKU04289,Personal Care,Hair Care,2022-10-19,382.47,533.97
SKU04290,Dairy & Bakery,Milk,2022-02-04,130.1,199.57
SKU04291,Dairy & Bakery,Butter & Ghee,2022-11-22,210.65,285.96
SKU04292,Personal Care,Oral Care,2023-06-14,130.29,175.78
SKU04293,Electronics & Accessories,Mobile Accessories,,698.75,907.97
SKU04294,Home Care,Surface Cleaners,2024-05-09,342.82,499.57
SKU04295,Electronics & Accessories,Small Appliances,2022-01-05,1410.81,2337.99
SKU04296,Personal Care,Hair Care,2023-07-26,218.56,315.31
SKU04297,Dairy & Bakery,Yogurt,2022-04-28,188.29,327.55
SKU04298,Snacks & Confectionery,Namkeen,,77.51,120.34
SKU04299,Frozen Foods,Ready Meals,2022-05-14,475.98,677.46
SKU04300,Home & Kitchen,Cookware,2024-07-03,1121.61,1829.79
SKU04301,Home & Kitchen,Home Decor,2022-06-05,400.7,522.92
SKU04302,Dairy & Bakery,Butter & Ghee,2024-01-28,138.82,174.83
SKU04303,Home Care,Air Fresheners,2025-09-22,116.74,205.17
SKU04304,Electronics & Accessories,Small Appliances,2022-03-07,236.61,393.38
SKU04305,Health & Wellness,Vitamins & Supplements,2022-01-14,522.72,782.22
SKU04306,Grocery,Pulses & Lentils,2023-01-19,91.16,162.94
SKU04307,Health & Wellness,Vitamins & Supplements,2022-05-24,159.82,278.81
SKU04308,Grocery,Flour & Atta,2022-08-03,116.24,149.95
SKU04309,Beverages,Coffee,2022-09-08,71.21,126.84
SKU04310,Health & Wellness,First Aid,2023-05-10,247.17,403.96
SKU04311,Beverages,Soft Drinks,2022-04-11,68.96,105.14
SKU04312,Personal Care,Hair Care,,161.55,291.02
SKU04313,Health & Wellness,First Aid,2023-01-13,485.22,644.69
SKU04314,Health & Wellness,OTC Medicine,2022-03-07,430.25,567.99
SKU04315,Home Care,Laundry,2022-02-10,322.69,497.47
SKU04316,Beverages,Bottled Water,2023-03-25,44.91,74.8
SKU04317,Apparel & Footwear,Kids Wear,2022-02-16,1235.9,1598.65
SKU04318,Stationery & Office,Notebooks,2022-01-13,147.89,205.5
SKU04319,Home & Kitchen,Home Decor,,549.53,806.99
SKU04320,Electronics & Accessories,Small Appliances,2023-01-10,1913.53,2952.52
SKU04321,Personal Care,Hair Care,2022-01-01,658.32,961.3
SKU04322,Home & Kitchen,Home Decor,2022-05-25,313.04,511.19
SKU04323,Home Care,Air Fresheners,2024-11-12,167.87,253.43
SKU04324,Beverages,Coffee,2022-04-05,62.4,86.49
SKU04325,Home & Kitchen,Cookware,2023-12-03,1885.77,2888.57
SKU04326,Dairy & Bakery,Milk,2023-07-30,119.46,165.63
SKU04327,Stationery & Office,Writing Instruments,2024-07-28,36.66,49.9
SKU04328,Personal Care,Skin Care,2022-03-15,115.02,155.77
SKU04329,Home & Kitchen,Cookware,2022-03-03,1697.55,2452.07
SKU04330,Frozen Foods,Ice Cream,2024-06-22,271.96,456.24
SKU04331,Home Care,Surface Cleaners,2022-02-03,213.78,294.81
SKU04332,Dairy & Bakery,Cheese,2022-02-24,107.12,141.92
SKU04333,Home & Kitchen,Cookware,2022-01-07,446.08,777.72
SKU04334,Grocery,Pulses & Lentils,2024-06-05,222.77,287.82
SKU04335,Home Care,Surface Cleaners,2024-09-23,223.61,284.74
SKU04336,Personal Care,Bath & Body,2024-10-22,596.29,831.58
SKU04337,Frozen Foods,Frozen Meat,2022-07-03,293.6,508.17
SKU04338,Dairy & Bakery,Cheese,2022-04-05,116.52,163.32
SKU04339,Health & Wellness,First Aid,2022-07-22,980.3,1534.07
SKU04340,Personal Care,Skin Care,2022-07-06,205.71,328.65
SKU04341,Snacks & Confectionery,Biscuits & Cookies,2022-01-13,37.68,67.39
SKU04342,Snacks & Confectionery,Chips & Crisps,2024-01-26,44.41,60.73
SKU04343,Electronics & Accessories,Batteries,2022-12-08,1799.5,2601.67
SKU04344,Dairy & Bakery,Butter & Ghee,2022-01-12,133.74,201.81
SKU04345,Dairy & Bakery,Bread,2023-01-22,93.34,144.23
SKU04346,Health & Wellness,First Aid,2022-03-06,633.56,970.29
SKU04347,Dairy & Bakery,Butter & Ghee,,202.93,305.95
SKU04348,Personal Care,Men's Grooming,2022-05-18,183.92,274.76
SKU04349,Snacks & Confectionery,Candy,2023-06-28,39.63,69.0
SKU04350,Personal Care,Skin Care,2022-03-16,254.76,394.93
SKU04351,Electronics & Accessories,Small Appliances,2022-07-17,1826.34,3226.69
SKU04352,Frozen Foods,Frozen Vegetables,2023-12-27,454.77,611.27
SKU04353,Stationery & Office,Notebooks,,153.55,225.63
SKU04354,Apparel & Footwear,Kids Wear,2023-11-02,1306.26,1741.96
SKU04355,Grocery,Rice & Grains,2023-09-26,55.67,84.69
SKU04356,Personal Care,Hair Care,2022-10-07,462.08,785.48
SKU04357,Dairy & Bakery,Cheese,2022-10-18,207.56,332.16
SKU04358,Health & Wellness,First Aid,2022-02-02,261.74,430.16
SKU04359,Dairy & Bakery,Eggs,2022-02-02,153.0,231.83
SKU04360,Stationery & Office,Office Supplies,2024-08-19,100.11,133.98
SKU04361,Dairy & Bakery,Cheese,2023-07-01,149.08,257.41
SKU04362,Frozen Foods,Ice Cream,2022-05-24,151.73,233.42
SKU04363,Beverages,Bottled Water,2023-01-17,86.58,151.12
SKU04364,Home & Kitchen,Storage & Containers,,1398.87,2159.21
SKU04365,Home & Kitchen,Storage & Containers,2022-02-16,1234.53,1774.69
SKU04366,Apparel & Footwear,Footwear,2023-03-10,1107.13,1951.78
SKU04367,Personal Care,Oral Care,2022-09-06,205.53,362.71
SKU04368,Grocery,Rice & Grains,2022-09-12,222.13,303.19
SKU04369,Electronics & Accessories,Small Appliances,2023-10-08,1096.09,1681.45
SKU04370,Home Care,Pest Control,,252.77,396.28
SKU04371,Stationery & Office,Notebooks,2024-09-04,192.96,267.42
SKU04372,Electronics & Accessories,Batteries,2023-06-17,930.04,1628.24
SKU04373,Frozen Foods,Ready Meals,2022-01-06,790.7,1033.69
SKU04374,Stationery & Office,Writing Instruments,2025-11-23,237.07,318.7
SKU04375,Apparel & Footwear,Women's Wear,2022-03-30,1140.53,1761.68
SKU04376,Home Care,Pest Control,2022-07-29,231.64,347.19
SKU04377,Grocery,Spices & Seasoning,2023-01-08,99.15,152.67
SKU04378,Beverages,Tea,,167.64,224.62
SKU04379,Home Care,Laundry,2023-05-23,209.36,375.7
SKU04380,Frozen Foods,Frozen Meat,2022-01-03,205.97,286.93
SKU04381,Grocery,Spices & Seasoning,2022-01-20,120.17,192.07
SKU04382,Beverages,Juices,2023-12-22,56.1,75.31
SKU04383,Electronics & Accessories,Batteries,2022-01-29,1254.99,1576.66
SKU04384,Apparel & Footwear,Kids Wear,2022-07-27,1000.89,1615.0
SKU04385,Grocery,Rice & Grains,2024-04-22,280.27,423.71
SKU04386,Frozen Foods,Ice Cream,2022-10-14,575.17,837.35
SKU04387,Grocery,Spices & Seasoning,2025-12-09,122.27,177.78
SKU04388,Electronics & Accessories,Mobile Accessories,2025-04-18,1058.38,1796.48
SKU04389,Home & Kitchen,Storage & Containers,,252.82,363.35
SKU04390,Home & Kitchen,Home Decor,2022-03-06,1339.37,1832.3
SKU04391,Health & Wellness,Vitamins & Supplements,,1024.2,1303.04
SKU04392,Health & Wellness,First Aid,2025-09-10,771.85,1055.39
SKU04393,Stationery & Office,Notebooks,,144.48,206.15
SKU04394,Health & Wellness,First Aid,2023-12-29,158.72,260.92
SKU04395,Home Care,Air Fresheners,2023-12-21,242.05,421.34
SKU04396,Apparel & Footwear,Men's Wear,2022-08-17,2427.37,3425.67
SKU04397,Health & Wellness,Vitamins & Supplements,2023-07-15,512.18,725.16
SKU04398,Home & Kitchen,Storage & Containers,,409.32,538.69
SKU04399,Frozen Foods,Ready Meals,2024-02-27,440.46,665.83
SKU04400,Home & Kitchen,Cookware,2022-09-18,663.9,1119.54
SKU04401,Grocery,Spices & Seasoning,2023-10-14,117.79,194.32
SKU04402,Grocery,Rice & Grains,2022-09-13,125.39,187.4
SKU04403,Beverages,Bottled Water,2023-03-03,68.31,108.77
SKU04404,Frozen Foods,Frozen Meat,2022-03-08,143.16,240.58
SKU04405,Electronics & Accessories,Batteries,,717.84,1244.17
SKU04406,Snacks & Confectionery,Chips & Crisps,2022-12-22,83.71,128.17
SKU04407,Beverages,Coffee,2023-12-01,136.42,215.04
SKU04408,Home & Kitchen,Cookware,2023-06-06,528.25,667.56
SKU04409,Apparel & Footwear,Footwear,2025-01-13,1975.87,2585.87
SKU04410,Health & Wellness,First Aid,2022-12-12,857.8,1439.57
SKU04411,Home Care,Surface Cleaners,2022-12-22,304.41,412.29
SKU04412,Home Care,Dishwashing,2023-04-27,348.67,520.37
SKU04413,Grocery,Flour & Atta,2024-10-12,359.95,460.58
SKU04414,Snacks & Confectionery,Candy,2022-03-21,117.64,167.57
SKU04415,Home & Kitchen,Home Decor,2023-08-24,399.67,665.01
SKU04416,Personal Care,Men's Grooming,2022-01-09,359.74,600.57
SKU04417,Electronics & Accessories,Mobile Accessories,2022-04-08,1233.35,1557.6
SKU04418,Electronics & Accessories,Batteries,2024-06-03,2485.69,3188.54
SKU04419,Dairy & Bakery,Butter & Ghee,2025-11-24,41.35,61.65
SKU04420,Snacks & Confectionery,Candy,2022-11-28,88.61,128.23
SKU04421,Electronics & Accessories,Small Appliances,2024-11-25,2520.92,3670.67
SKU04422,Beverages,Energy Drinks,2022-01-01,50.65,68.36
SKU04423,Home Care,Laundry,2022-12-06,150.84,225.6
SKU04424,Home & Kitchen,Cookware,2023-09-23,697.1,1200.53
SKU04425,Electronics & Accessories,Small Appliances,,537.17,851.2
SKU04426,Apparel & Footwear,Kids Wear,2022-01-25,1422.74,2055.78
SKU04427,Grocery,Cooking Oil,2023-12-18,95.4,149.59
SKU04428,Snacks & Confectionery,Chips & Crisps,2023-03-13,48.34,64.16
SKU04429,Dairy & Bakery,Milk,2024-04-12,162.5,206.49
SKU04430,Dairy & Bakery,Eggs,2022-06-01,80.68,132.15
SKU04431,Snacks & Confectionery,Chocolates,2023-12-13,29.51,38.21
SKU04432,Stationery & Office,Writing Instruments,2022-03-15,248.42,340.8
SKU04433,Beverages,Coffee,2024-08-20,63.32,90.88
SKU04434,Electronics & Accessories,Mobile Accessories,2025-07-09,460.5,790.43
SKU04435,Health & Wellness,OTC Medicine,2022-11-20,232.94,356.87
SKU04436,Health & Wellness,Vitamins & Supplements,2024-03-25,536.7,671.85
SKU04437,Snacks & Confectionery,Candy,2022-06-03,17.38,24.41
SKU04438,Dairy & Bakery,Yogurt,2022-07-23,102.06,146.23
SKU04439,Health & Wellness,First Aid,2024-12-13,805.12,1440.53
SKU04440,Dairy & Bakery,Cheese,2023-09-19,168.42,267.24
SKU04441,Electronics & Accessories,Mobile Accessories,2024-05-08,2793.52,4156.79
SKU04442,Grocery,Pulses & Lentils,2024-12-17,192.27,270.65
SKU04443,Grocery,Sugar & Salt,2023-02-28,116.32,152.19
SKU04444,Electronics & Accessories,Mobile Accessories,,905.95,1363.32
SKU04445,Health & Wellness,First Aid,2024-08-09,603.63,975.78
SKU04446,Grocery,Cooking Oil,2022-01-14,88.25,142.26
SKU04447,Home & Kitchen,Home Decor,2022-01-04,695.87,1190.64
SKU04448,Grocery,Sugar & Salt,2022-07-26,55.89,95.31
SKU04449,Stationery & Office,Writing Instruments,2022-03-30,138.29,220.79
SKU04450,Electronics & Accessories,Small Appliances,2023-04-15,376.68,507.9
SKU04451,Stationery & Office,Writing Instruments,2023-01-15,39.6,60.61
