date,sku_id,units_sold,revenue,unit_price,promo_flag,week,month,season,is_holiday,promo_event,category,subcategory,launch_date,unit_cost,list_price
2025-03-01,SKU04627,2,1260.94,630.47,,9,3,Spring,,Year-End Deal Days,Personal Care,Men's Grooming,2022-05-21,386.96,630.47
2025-03-01,SKU04998,1,1238.94,1238.94,,9,3,Spring,,Year-End Deal Days,Apparel & Footwear,Kids Wear,2022-04-23,941.58,1238.94
2025-03-02,SKU00002,1,70.38,70.38,,9,3,Spring,,Year-End Deal Days,Dairy & Bakery,Bread,2022-01-02,49.57,70.38
2025-03-02,SKU00081,1,115.69,115.69,,9,3,Spring,,Year-End Deal Days,Home Care,Laundry,2022-04-10,76.17,115.69
2025-03-02,SKU00917,2,238.02,182.25,1,9,3,Spring,,Year-End Deal Days,Stationery & Office,Writing Instruments,2023-06-16,105.35,182.25
2025-03-02,SKU01234,3,7281.21,2427.07,,9,3,Spring,,Year-End Deal Days,Home & Kitchen,Cookware,2022-01-29,1431.69,2427.07
2025-03-02,SKU01768,4,1446.68,361.67,,9,3,Spring,,Year-End Deal Days,Home Care,Laundry,2022-12-28,210.55,361.67
2025-03-02,SKU04321,1,961.3,961.3,,9,3,Spring,,Year-End Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2025-03-02,SKU04928,1,382.38,382.38,,9,3,Spring,,Year-End Deal Days,Grocery,Sugar & Salt,2024-03-15,305.32,382.38
2025-03-03,SKU00018,2,187.76,93.88,,10,3,Spring,,Year-End Deal Days,Snacks & Confectionery,Chips & Crisps,2022-12-05,70.86,93.88
2025-03-03,SKU01211,1,261.45,261.45,,10,3,Spring,,Year-End Deal Days,Grocery,Flour & Atta,2022-06-25,203.13,261.45
2025-03-03,SKU01271,1,150.79,230.92,1,10,3,Spring,,Year-End Deal Days,Stationery & Office,Writing Instruments,2022-02-09,157.87,230.92
2025-03-03,SKU02488,2,7008.6,3504.3,,10,3,Spring,,Year-End Deal Days,Electronics & Accessories,Small Appliances,2022-04-29,2419.46,3504.3
2025-03-03,SKU02642,3,574.77,191.59,,10,3,Spring,,Year-End Deal Days,Beverages,Tea,2023-06-25,134.4,191.59
2025-03-03,SKU03476,1,681.44,681.44,,10,3,Spring,,Year-End Deal Days,Electronics & Accessories,Mobile Accessories,2022-01-28,443.56,681.44
2025-03-03,SKU03486,1,494.17,494.17,,10,3,Spring,,Year-End Deal Days,Home Care,Air Fresheners,2022-09-17,342.35,494.17
2025-03-03,SKU03876,2,465.56,232.78,,10,3,Spring,,Year-End Deal Days,Beverages,Energy Drinks,2022-06-18,140.09,232.78
2025-03-03,SKU03927,1,187.89,287.74,1,10,3,Spring,,Year-End Deal Days,Stationery & Office,Office Supplies,2023-12-28,189.33,287.74
2025-03-03,SKU04088,4,586.64,146.66,,10,3,Spring,,Year-End Deal Days,Beverages,Bottled Water,2022-03-31,111.58,146.66
2025-03-03,SKU04321,1,961.3,961.3,,10,3,Spring,,Year-End Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2025-03-03,SKU04459,1,1349.01,1349.01,,10,3,Spring,,Year-End Deal Days,Home & Kitchen,Storage & Containers,2022-03-29,776.22,1349.01
2025-03-03,SKU04489,1,251.01,251.01,,10,3,Spring,,Year-End Deal Days,Health & Wellness,OTC Medicine,2022-04-27,200.07,251.01
2025-03-03,SKU04596,3,1006.65,335.55,,10,3,Spring,,Year-End Deal Days,Dairy & Bakery,Eggs,2022-01-02,242.79,335.55
2025-03-03,SKU04625,1,66.1,66.1,,10,3,Spring,,Year-End Deal Days,Dairy & Bakery,Milk,2022-10-17,37.79,66.1
2025-03-04,SKU00539,2,399.26,199.63,,10,3,Spring,,Year-End Deal Days,Home Care,Air Fresheners,2022-01-22,143.49,199.63
2025-03-04,SKU00635,1,153.34,153.34,,10,3,Spring,,Year-End Deal Days,Home Care,Surface Cleaners,2022-05-31,107.29,153.34
2025-03-04,SKU00809,1,35.38,54.18,1,10,3,Spring,,Year-End Deal Days,Stationery & Office,Writing Instruments,2023-10-24,31.78,54.18
2025-03-04,SKU01009,3,670.26,223.42,,10,3,Spring,,Year-End Deal Days,Personal Care,Bath & Body,2022-01-06,155.57,223.42
2025-03-04,SKU01154,2,3095.5,1547.75,,10,3,Spring,,Year-End Deal Days,Home & Kitchen,Storage & Containers,2022-10-28,1029.08,1547.75
2025-03-04,SKU01235,1,283.19,283.19,,10,3,Spring,,Year-End Deal Days,Personal Care,Hair Care,2025-03-04,195.73,283.19
2025-03-04,SKU01432,2,157.62,78.81,,10,3,Spring,,Year-End Deal Days,Snacks & Confectionery,Biscuits & Cookies,2022-08-15,47.6,78.81
2025-03-04,SKU01518,2,5860.02,2930.01,,10,3,Spring,,Year-End Deal Days,Electronics & Accessories,Mobile Accessories,2022-12-10,2216.75,2930.01
2025-03-04,SKU01814,1,887.42,887.42,,10,3,Spring,,Year-End Deal Days,Apparel & Footwear,Kids Wear,2022-03-15,490.78,887.42
2025-03-04,SKU02891,5,2572.9,514.58,,10,3,Spring,,Year-End Deal Days,Personal Care,Men's Grooming,2022-01-12,384.81,514.58
2025-03-04,SKU03546,2,992.34,496.17,,10,3,Spring,,Year-End Deal Days,Health & Wellness,OTC Medicine,2022-01-28,310.3,496.17
2025-03-04,SKU03569,2,6158.58,3079.29,,10,3,Spring,,Year-End Deal Days,Electronics & Accessories,Batteries,2023-02-05,1942.25,3079.29
2025-03-04,SKU03576,1,40.47,61.97,1,10,3,Spring,,Year-End Deal Days,Stationery & Office,Writing Instruments,2023-01-23,43.79,61.97
2025-03-04,SKU04259,2,254.22,127.11,,10,3,Spring,,Year-End Deal Days,Dairy & Bakery,Cheese,2022-06-17,78.66,127.11
2025-03-04,SKU04268,2,281.3,140.65,,10,3,Spring,,Year-End Deal Days,Beverages,Juices,2025-03-04,104.14,140.65
2025-03-04,SKU04321,10,9613.0,961.3,,10,3,Spring,,Year-End Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2025-03-04,SKU04343,1,2601.67,2601.67,,10,3,Spring,,Year-End Deal Days,Electronics & Accessories,Batteries,2022-12-08,1799.5,2601.67
2025-03-04,SKU04734,1,159.5,159.5,,10,3,Spring,,Year-End Deal Days,Beverages,Soft Drinks,2022-05-20,125.39,159.5
2025-03-05,SKU00466,1,1233.12,1233.12,,10,3,Spring,,Year-End Deal Days,Health & Wellness,OTC Medicine,2025-03-05,729.25,1233.12
2025-03-05,SKU00479,4,2643.28,660.82,,10,3,Spring,,Year-End Deal Days,Frozen Foods,Frozen Meat,2022-01-31,511.73,660.82
2025-03-05,SKU00953,1,178.92,273.99,1,10,3,Spring,,Year-End Deal Days,Stationery & Office,Writing Instruments,2022-02-09,178.24,273.99
2025-03-05,SKU01317,3,1934.49,644.83,,10,3,Spring,,Year-End Deal Days,Health & Wellness,First Aid,2022-01-05,438.36,644.83
2025-03-05,SKU01775,2,408.3,204.15,,10,3,Spring,,Year-End Deal Days,Personal Care,Hair Care,2022-01-07,146.54,204.15
2025-03-05,SKU02202,1,2114.18,2114.18,,10,3,Spring,,Year-End Deal Days,Apparel & Footwear,Footwear,2022-03-15,1600.4,2114.18
2025-03-05,SKU02737,2,411.57,315.14,1,10,3,Spring,,Year-End Deal Days,Stationery & Office,Notebooks,2022-03-21,215.3,315.14
2025-03-05,SKU02824,1,35.35,54.13,1,10,3,Spring,,Year-End Deal Days,Stationery & Office,Notebooks,2022-07-01,37.28,54.13
2025-03-05,SKU02858,3,272.1,90.7,,10,3,Spring,,Year-End Deal Days,Home Care,Dishwashing,2022-01-27,56.34,90.7
2025-03-05,SKU03622,1,288.6,288.6,,10,3,Spring,,Year-End Deal Days,Dairy & Bakery,Yogurt,2022-02-11,193.42,288.6
2025-03-05,SKU03727,1,1660.93,1660.93,,10,3,Spring,,Year-End Deal Days,Electronics & Accessories,Mobile Accessories,2022-01-03,1291.18,1660.93
2025-03-05,SKU04082,1,34.6,52.98,1,10,3,Spring,,Year-End Deal Days,Stationery & Office,Notebooks,2022-02-19,39.75,52.98
2025-03-05,SKU04096,2,311.3,155.65,,10,3,Spring,,Year-End Deal Days,Dairy & Bakery,Bread,2022-01-30,96.95,155.65
2025-03-05,SKU04191,2,213.4,106.7,,10,3,Spring,,Year-End Deal Days,Grocery,Spices & Seasoning,2022-01-10,80.76,106.7
2025-03-05,SKU04321,1,961.3,961.3,,10,3,Spring,,Year-End Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2025-03-06,SKU00190,1,145.42,145.42,,10,3,Spring,,Weekend Bonanza,Stationery & Office,Writing Instruments,2022-02-06,84.74,145.42
2025-03-06,SKU00296,1,685.29,685.29,,10,3,Spring,,Weekend Bonanza,Health & Wellness,First Aid,2022-06-24,488.51,685.29
2025-03-06,SKU00478,3,1349.73,449.91,,10,3,Spring,,Weekend Bonanza,Personal Care,Skin Care,2022-09-14,339.9,449.91
2025-03-06,SKU01115,2,248.5,124.25,,10,3,Spring,,Weekend Bonanza,Snacks & Confectionery,Chocolates,2022-12-06,92.22,124.25
2025-03-06,SKU01152,3,1458.09,486.03,,10,3,Spring,,Weekend Bonanza,Personal Care,Skin Care,2022-03-29,295.8,486.03
2025-03-06,SKU01184,1,891.4,891.4,,10,3,Spring,,Weekend Bonanza,Apparel & Footwear,Men's Wear,2022-11-03,587.09,891.4
2025-03-06,SKU01310,2,1471.26,735.63,,10,3,Spring,,Weekend Bonanza,Frozen Foods,Frozen Meat,2023-06-18,477.85,735.63
2025-03-06,SKU02167,3,569.58,189.86,,10,3,Spring,,Weekend Bonanza,Beverages,Coffee,2022-01-25,118.27,189.86
2025-03-06,SKU02952,3,476.34,158.78,,10,3,Spring,,Weekend Bonanza,Beverages,Energy Drinks,2023-01-16,100.84,158.78
2025-03-06,SKU03110,1,304.91,304.91,,10,3,Spring,,Weekend Bonanza,Personal Care,Men's Grooming,2022-07-05,183.97,304.91
2025-03-06,SKU03727,3,4982.79,1660.93,,10,3,Spring,,Weekend Bonanza,Electronics & Accessories,Mobile Accessories,2022-01-03,1291.18,1660.93
2025-03-06,SKU04162,1,364.89,364.89,,10,3,Spring,,Weekend Bonanza,Home & Kitchen,Home Decor,2022-02-07,247.98,364.89
2025-03-06,SKU04279,1,466.51,466.51,,10,3,Spring,,Weekend Bonanza,Apparel & Footwear,Women's Wear,2024-01-09,271.33,466.51
2025-03-06,SKU04321,2,1922.6,961.3,,10,3,Spring,,Weekend Bonanza,Personal Care,Hair Care,2022-01-01,658.32,961.3
2025-03-06,SKU04596,1,335.55,335.55,,10,3,Spring,,Weekend Bonanza,Dairy & Bakery,Eggs,2022-01-02,242.79,335.55
2025-03-07,SKU00625,4,1449.72,362.43,,10,3,Spring,,Weekend Bonanza,Home & Kitchen,Storage & Containers,2022-02-08,288.56,362.43
2025-03-07,SKU00953,1,273.99,273.99,,10,3,Spring,,Weekend Bonanza,Stationery & Office,Writing Instruments,2022-02-09,178.24,273.99
2025-03-07,SKU00980,1,726.14,726.14,,10,3,Spring,,Weekend Bonanza,Health & Wellness,First Aid,2022-05-18,528.73,726.14
2025-03-07,SKU01098,2,139.78,69.89,,10,3,Spring,,Weekend Bonanza,Home Care,Surface Cleaners,2022-01-19,52.99,69.89
2025-03-07,SKU01420,5,1068.25,213.65,,10,3,Spring,,Weekend Bonanza,Stationery & Office,Notebooks,2022-01-28,128.04,213.65
2025-03-07,SKU01775,1,204.15,204.15,,10,3,Spring,,Weekend Bonanza,Personal Care,Hair Care,2022-01-07,146.54,204.15
2025-03-07,SKU01948,3,4776.18,1592.0600000000002,,10,3,Spring,,Weekend Bonanza,Home & Kitchen,Cookware,2023-04-17,1248.7,1592.06
2025-03-07,SKU02176,4,3959.48,989.87,,10,3,Spring,,Weekend Bonanza,Apparel & Footwear,Footwear,2022-10-06,773.14,989.87
2025-03-07,SKU02355,1,321.17,321.17,,10,3,Spring,,Weekend Bonanza,Grocery,Spices & Seasoning,2022-04-13,198.69,321.17
2025-03-07,SKU02381,1,987.93,987.93,,10,3,Spring,,Weekend Bonanza,Home & Kitchen,Storage & Containers,2022-02-10,727.83,987.93
2025-03-07,SKU02591,1,124.36,124.36,,10,3,Spring,,Weekend Bonanza,Snacks & Confectionery,Chips & Crisps,2023-10-20,95.12,124.36
2025-03-07,SKU03063,1,363.59,363.59,,10,3,Spring,,Weekend Bonanza,Personal Care,Men's Grooming,2022-02-15,214.34,363.59
2025-03-07,SKU04041,1,575.93,575.93,,10,3,Spring,,Weekend Bonanza,Home Care,Laundry,2022-01-08,357.52,575.93
2025-03-07,SKU04117,1,572.57,572.57,,10,3,Spring,,Weekend Bonanza,Personal Care,Oral Care,2025-03-07,376.09,572.57
2025-03-07,SKU04155,5,13061.1,2612.22,,10,3,Spring,,Weekend Bonanza,Electronics & Accessories,Batteries,2022-04-10,1814.8,2612.22
2025-03-07,SKU04237,3,745.5,248.5,,10,3,Spring,,Weekend Bonanza,Dairy & Bakery,Eggs,2023-08-07,155.22,248.5
2025-03-07,SKU04321,8,7690.4,961.3,,10,3,Spring,,Weekend Bonanza,Personal Care,Hair Care,2022-01-01,658.32,961.3
2025-03-07,SKU04913,3,1400.73,466.91,,10,3,Spring,,Weekend Bonanza,Health & Wellness,OTC Medicine,2022-02-21,344.29,466.91
2025-03-07,SKU04926,1,458.92,458.92,,10,3,Spring,,Weekend Bonanza,Personal Care,Skin Care,2022-01-23,266.85,458.92
2025-03-08,SKU00190,1,145.42,145.42,,10,3,Spring,,Anniversary Offer,Stationery & Office,Writing Instruments,2022-02-06,84.74,145.42
2025-03-08,SKU01334,2,230.02,115.01,,10,3,Spring,,Anniversary Offer,Beverages,Tea,2023-11-02,78.02,115.01
2025-03-08,SKU01937,1,1685.23,1685.23,,10,3,Spring,,Anniversary Offer,Electronics & Accessories,Batteries,2022-06-03,1286.62,1685.23
2025-03-08,SKU02515,2,246.76,123.38,,10,3,Spring,,Anniversary Offer,Snacks & Confectionery,Namkeen,2022-11-15,89.96,123.38
2025-03-08,SKU02622,1,346.96,346.96,,10,3,Spring,,Anniversary Offer,Grocery,Rice & Grains,2022-02-07,232.26,346.96
2025-03-08,SKU03422,1,1121.44,1121.44,,10,3,Spring,,Anniversary Offer,Home & Kitchen,Cookware,2023-01-21,843.56,1121.44
2025-03-08,SKU03533,1,33.3,33.3,,10,3,Spring,,Anniversary Offer,Snacks & Confectionery,Chips & Crisps,2023-03-18,24.62,33.3
2025-03-08,SKU03566,1,120.06,120.06,,10,3,Spring,,Anniversary Offer,Dairy & Bakery,Cheese,2022-08-01,77.94,120.06
2025-03-08,SKU03693,2,2763.64,1381.82,,10,3,Spring,,Anniversary Offer,Frozen Foods,Ice Cream,2022-05-26,866.08,1381.82
2025-03-08,SKU03800,4,457.84,114.46,,10,3,Spring,,Anniversary Offer,Snacks & Confectionery,Chocolates,2022-03-02,76.17,114.46
2025-03-08,SKU04435,2,713.74,356.87,,10,3,Spring,,Anniversary Offer,Health & Wellness,OTC Medicine,2022-11-20,232.94,356.87
2025-03-08,SKU04598,1,312.26,312.26,,10,3,Spring,,Anniversary Offer,Dairy & Bakery,Bread,2022-07-01,173.33,312.26
2025-03-08,SKU04790,1,132.38,155.92,1,10,3,Spring,,Anniversary Offer,Personal Care,Bath & Body,2022-04-22,119.26,155.92
2025-03-08,SKU04936,2,657.78,328.89,,10,3,Spring,,Anniversary Offer,Personal Care,Hair Care,2022-05-28,228.18,328.89
2025-03-09,SKU00177,5,573.25,114.65,,10,3,Spring,,Anniversary Offer,Snacks & Confectionery,Chocolates,2022-02-15,77.09,114.65
2025-03-09,SKU00419,3,1528.92,509.64000000000004,,10,3,Spring,,Anniversary Offer,Health & Wellness,Vitamins & Supplements,2022-12-04,391.43,509.64
2025-03-09,SKU00500,1,1264.58,1264.58,,10,3,Spring,,Anniversary Offer,Home & Kitchen,Home Decor,2022-01-06,781.21,1264.58
2025-03-09,SKU00632,5,5018.85,1003.7700000000001,,10,3,Spring,,Anniversary Offer,Health & Wellness,Vitamins & Supplements,2022-03-14,725.21,1003.77
2025-03-09,SKU00865,1,357.37,357.37,,10,3,Spring,,Anniversary Offer,Frozen Foods,Ice Cream,2022-01-28,252.79,357.37
2025-03-09,SKU00898,1,964.85,964.85,,10,3,Spring,,Anniversary Offer,Health & Wellness,First Aid,2022-04-14,682.46,964.85
2025-03-09,SKU00953,2,547.98,273.99,,10,3,Spring,,Anniversary Offer,Stationery & Office,Writing Instruments,2022-02-09,178.24,273.99
2025-03-09,SKU02333,1,53.1,53.1,,10,3,Spring,,Anniversary Offer,Snacks & Confectionery,Chocolates,2022-03-01,34.47,53.1
2025-03-09,SKU02548,2,532.52,266.26,,10,3,Spring,,Anniversary Offer,Home Care,Dishwashing,2022-11-15,201.39,266.26
2025-03-09,SKU02706,3,698.46,232.82000000000002,,10,3,Spring,,Anniversary Offer,Grocery,Spices & Seasoning,2022-06-28,156.65,232.82
2025-03-09,SKU03032,1,110.49,110.49,,10,3,Spring,,Anniversary Offer,Snacks & Confectionery,Chips & Crisps,2024-02-23,66.3,110.49
2025-03-09,SKU03034,2,465.0,232.5,,10,3,Spring,,Anniversary Offer,Grocery,Spices & Seasoning,2022-04-08,158.24,232.5
2025-03-09,SKU03421,1,2151.7,2151.7,,10,3,Spring,,Anniversary Offer,Apparel & Footwear,Footwear,2022-08-22,1669.57,2151.7
2025-03-09,SKU03625,1,135.59,135.59,,10,3,Spring,,Anniversary Offer,Home Care,Surface Cleaners,2023-09-25,105.96,135.59
2025-03-09,SKU03940,1,235.21,235.21,,10,3,Spring,,Anniversary Offer,Stationery & Office,Writing Instruments,2024-12-27,138.12,235.21
2025-03-09,SKU04245,2,435.56,217.78,,10,3,Spring,,Anniversary Offer,Frozen Foods,Frozen Vegetables,2022-04-15,127.83,217.78
2025-03-09,SKU04321,4,3264.5699999999997,961.3,1,10,3,Spring,,Anniversary Offer,Personal Care,Hair Care,2022-01-01,658.32,961.3
2025-03-10,SKU00001,1,813.41,813.41,,11,3,Spring,,Anniversary Offer,Home & Kitchen,Cookware,2022-03-01,619.77,813.41
2025-03-10,SKU00046,3,462.0,154.0,,11,3,Spring,,Anniversary Offer,Beverages,Bottled Water,2022-11-25,120.46,154.0
2025-03-10,SKU00050,3,102.24,34.08,,11,3,Spring,,Anniversary Offer,Stationery & Office,Office Supplies,2022-01-30,20.25,34.08
2025-03-10,SKU00275,3,564.9,188.30000000000004,,11,3,Spring,,Anniversary Offer,Home Care,Dishwashing,2024-06-29,104.09,188.3
2025-03-10,SKU00400,1,1799.17,1799.17,,11,3,Spring,,Anniversary Offer,Electronics & Accessories,Small Appliances,2023-10-03,1381.15,1799.17
2025-03-10,SKU01048,1,81.66,96.18,1,11,3,Spring,,Anniversary Offer,Stationery & Office,Notebooks,2022-01-29,54.31,96.18
2025-03-10,SKU01420,1,213.65,213.65,,11,3,Spring,,Anniversary Offer,Stationery & Office,Notebooks,2022-01-28,128.04,213.65
2025-03-10,SKU01623,4,1774.88,443.72,,11,3,Spring,,Anniversary Offer,Personal Care,Men's Grooming,2023-02-16,353.19,443.72
2025-03-10,SKU02338,3,940.89,313.63,,11,3,Spring,,Anniversary Offer,Grocery,Flour & Atta,2023-01-04,244.59,313.63
2025-03-10,SKU02497,4,1880.12,470.03,,11,3,Spring,,Anniversary Offer,Frozen Foods,Ice Cream,2022-02-06,279.57,470.03
2025-03-10,SKU02990,2,642.48,321.24,,11,3,Spring,,Anniversary Offer,Home Care,Laundry,2023-04-22,236.26,321.24
2025-03-10,SKU03030,1,108.63,108.63,,11,3,Spring,,Anniversary Offer,Snacks & Confectionery,Chips & Crisps,2022-01-11,63.46,108.63
2025-03-10,SKU03077,3,1133.25,377.75,,11,3,Spring,,Anniversary Offer,Frozen Foods,Ice Cream,2022-05-30,287.13,377.75
2025-03-10,SKU03483,2,975.4,487.7,,11,3,Spring,,Anniversary Offer,Grocery,Cooking Oil,2023-05-19,336.03,487.7
2025-03-10,SKU03616,1,372.86,372.86,,11,3,Spring,,Anniversary Offer,Personal Care,Hair Care,2023-03-03,260.39,372.86
2025-03-10,SKU03899,3,939.97,369.05,1,11,3,Spring,,Anniversary Offer,Personal Care,Oral Care,2022-03-31,203.65,369.05
2025-03-10,SKU04126,4,6587.8,1646.95,,11,3,Spring,,Anniversary Offer,Apparel & Footwear,Kids Wear,2022-06-07,1154.37,1646.95
2025-03-10,SKU04350,1,394.93,394.93,,11,3,Spring,,Anniversary Offer,Personal Care,Skin Care,2022-03-16,254.76,394.93
2025-03-11,SKU00686,2,2484.98,1242.49,,11,3,Spring,,Anniversary Offer,Apparel & Footwear,Footwear,2022-06-07,822.82,1242.49
2025-03-11,SKU00899,2,4081.84,2040.92,,11,3,Spring,,Anniversary Offer,Electronics & Accessories,Mobile Accessories,2024-01-14,1431.72,2040.92
2025-03-11,SKU01189,2,4599.6,2299.8,,11,3,Spring,,Anniversary Offer,Apparel & Footwear,Footwear,2022-01-13,1412.47,2299.8
2025-03-11,SKU01370,3,585.03,195.01,,11,3,Spring,,Anniversary Offer,Home Care,Laundry,2022-02-07,123.07,195.01
2025-03-11,SKU02183,1,254.69,254.69,,11,3,Spring,,Anniversary Offer,Dairy & Bakery,Butter & Ghee,2022-02-17,189.65,254.69
2025-03-11,SKU02740,1,104.22,104.22,,11,3,Spring,,Anniversary Offer,Snacks & Confectionery,Chips & Crisps,2022-01-11,65.2,104.22
2025-03-11,SKU02788,1,1455.54,1455.54,,11,3,Spring,,Anniversary Offer,Electronics & Accessories,Batteries,2022-01-16,815.13,1455.54
2025-03-11,SKU02861,3,1756.62,585.54,,11,3,Spring,,Anniversary Offer,Personal Care,Oral Care,2023-05-19,458.65,585.54
2025-03-11,SKU02933,1,92.06,92.06,,11,3,Spring,,Anniversary Offer,Dairy & Bakery,Bread,2023-06-12,54.41,92.06
2025-03-11,SKU03109,5,1561.25,312.25,,11,3,Spring,,Anniversary Offer,Frozen Foods,Ice Cream,2022-12-13,220.4,312.25
2025-03-11,SKU03323,4,12006.08,3001.52,,11,3,Spring,,Anniversary Offer,Electronics & Accessories,Batteries,2022-04-20,1916.58,3001.52
2025-03-11,SKU03743,1,253.24,253.24,,11,3,Spring,,Anniversary Offer,Home Care,Air Fresheners,2022-01-02,162.98,253.24
2025-03-11,SKU04111,2,174.82,87.41,,11,3,Spring,,Anniversary Offer,Snacks & Confectionery,Biscuits & Cookies,2024-12-01,56.87,87.41
2025-03-11,SKU04166,3,791.01,263.67,,11,3,Spring,,Anniversary Offer,Dairy & Bakery,Milk,2022-01-03,154.85,263.67
2025-03-11,SKU04321,5,4080.72,961.3,1,11,3,Spring,,Anniversary Offer,Personal Care,Hair Care,2022-01-01,658.32,961.3
2025-03-11,SKU04344,3,605.43,201.81000000000003,,11,3,Spring,,Anniversary Offer,Dairy & Bakery,Butter & Ghee,2022-01-12,133.74,201.81
2025-03-11,SKU04360,2,267.96,133.98,,11,3,Spring,,Anniversary Offer,Stationery & Office,Office Supplies,2024-08-19,100.11,133.98
2025-03-12,SKU00099,2,3343.98,1671.99,,11,3,Spring,,Anniversary Offer,Apparel & Footwear,Footwear,2022-08-30,1154.2,1671.99
2025-03-12,SKU00506,1,319.73,319.73,,11,3,Spring,,Anniversary Offer,Frozen Foods,Frozen Vegetables,2022-11-04,243.03,319.73
2025-03-12,SKU01018,1,242.43,242.43,,11,3,Spring,,Anniversary Offer,Personal Care,Bath & Body,2023-04-04,141.2,242.43
2025-03-12,SKU01045,2,902.58,451.29,,11,3,Spring,,Anniversary Offer,Frozen Foods,Frozen Meat,2022-01-01,256.12,451.29
2025-03-12,SKU01212,3,721.41,240.47,,11,3,Spring,,Anniversary Offer,Grocery,Sugar & Salt,2025-01-13,170.36,240.47
2025-03-12,SKU01420,3,640.95,213.65,,11,3,Spring,,Anniversary Offer,Stationery & Office,Notebooks,2022-01-28,128.04,213.65
2025-03-12,SKU02401,1,524.47,524.47,,11,3,Spring,,Anniversary Offer,Health & Wellness,First Aid,2022-05-16,385.22,524.47
2025-03-12,SKU02652,3,273.33,91.11,,11,3,Spring,,Anniversary Offer,Home Care,Laundry,2022-07-08,53.74,91.11
2025-03-12,SKU02679,2,1223.54,611.77,,11,3,Spring,,Anniversary Offer,Health & Wellness,First Aid,2025-03-12,486.7,611.77
2025-03-12,SKU02972,2,197.68,98.84,,11,3,Spring,,Anniversary Offer,Stationery & Office,Office Supplies,2022-08-15,62.17,98.84
2025-03-12,SKU03262,1,239.42,239.42,,11,3,Spring,,Anniversary Offer,Stationery & Office,Office Supplies,2025-03-12,172.74,239.42
2025-03-12,SKU03578,1,225.73,225.73,,11,3,Spring,,Anniversary Offer,Frozen Foods,Ready Meals,2022-05-19,163.11,225.73
2025-03-12,SKU03649,3,1353.0,451.0,,11,3,Spring,,Anniversary Offer,Grocery,Sugar & Salt,2022-11-24,282.79,451.0
2025-03-12,SKU03738,2,106.18,62.53,1,11,3,Spring,,Anniversary Offer,Snacks & Confectionery,Candy,2023-11-04,34.61,62.53
2025-03-12,SKU04318,1,205.5,205.5,,11,3,Spring,,Anniversary Offer,Stationery & Office,Notebooks,2022-01-13,147.89,205.5
2025-03-12,SKU04596,1,335.55,335.55,,11,3,Spring,,Anniversary Offer,Dairy & Bakery,Eggs,2022-01-02,242.79,335.55
2025-03-13,SKU00036,1,188.79,188.79,,11,3,Spring,,Anniversary Offer,Home Care,Air Fresheners,2022-03-23,145.16,188.79
2025-03-13,SKU00190,2,290.84,145.42,,11,3,Spring,,Anniversary Offer,Stationery & Office,Writing Instruments,2022-02-06,84.74,145.42
2025-03-13,SKU00412,1,627.15,627.15,,11,3,Spring,,Anniversary Offer,Grocery,Rice & Grains,2022-01-14,453.71,627.15
2025-03-13,SKU00646,2,465.0,232.5,,11,3,Spring,,Anniversary Offer,Dairy & Bakery,Cheese,2022-06-13,159.1,232.5
2025-03-13,SKU00845,1,670.83,670.83,,11,3,Spring,,Anniversary Offer,Frozen Foods,Frozen Vegetables,2022-01-12,490.52,670.83
2025-03-13,SKU00852,1,872.61,872.61,,11,3,Spring,,Anniversary Offer,Electronics & Accessories,Small Appliances,2022-03-03,507.26,872.61
2025-03-13,SKU01010,3,1318.59,439.53,,11,3,Spring,,Anniversary Offer,Personal Care,Hair Care,2022-12-10,283.72,439.53
2025-03-13,SKU01129,1,329.67,329.67,,11,3,Spring,,Anniversary Offer,Grocery,Rice & Grains,2022-02-03,191.02,329.67
2025-03-13,SKU01990,1,161.94,161.94,,11,3,Spring,,Anniversary Offer,Personal Care,Hair Care,2023-08-09,114.87,161.94
2025-03-13,SKU02004,3,2777.01,925.67,,11,3,Spring,,Anniversary Offer,Frozen Foods,Ready Meals,2022-01-28,551.39,925.67
2025-03-13,SKU02314,3,1413.99,471.33,,11,3,Spring,,Anniversary Offer,Health & Wellness,OTC Medicine,2022-02-02,262.56,471.33
2025-03-13,SKU02378,1,319.92,319.92,,11,3,Spring,,Anniversary Offer,Stationery & Office,Notebooks,2023-11-19,243.36,319.92
2025-03-13,SKU03088,3,670.65,223.55000000000004,,11,3,Spring,,Anniversary Offer,Stationery & Office,Notebooks,2022-03-25,153.21,223.55
2025-03-13,SKU03866,2,252.0,126.0,,11,3,Spring,,Anniversary Offer,Beverages,Juices,2022-11-16,89.78,126.0
2025-03-13,SKU04311,1,105.14,105.14,,11,3,Spring,,Anniversary Offer,Beverages,Soft Drinks,2022-04-11,68.96,105.14
2025-03-13,SKU04321,3,2448.43,961.2999999999998,1,11,3,Spring,,Anniversary Offer,Personal Care,Hair Care,2022-01-01,658.32,961.3
2025-03-13,SKU04645,1,155.83,155.83,,11,3,Spring,,Anniversary Offer,Personal Care,Men's Grooming,2023-05-02,124.5,155.83
